estdepartureairport,estarrivalairport,Hour,Date,flight_count
KLVK,KAUN,05,2018-06-18,1
KLVK,KBLU,18,2018-10-17,1
KLVK,KC83,15,2018-08-01,3
KLVK,KCCR,22,2018-12-09,2
KLVK,KCEC,19,2018-01-28,1
KLVK,KCMA,14,2018-10-02,1
KLVK,KCRQ,20,2018-10-05,1
KLVK,KDVO,19,2018-02-23,1
KLVK,KDWA,15,2018-06-11,1
KLVK,KE16,17,2018-08-12,1
KLVK,KHAF,18,2018-02-14,3
KLVK,KHHR,22,2018-01-28,1
KLVK,KHWD,19,2018-06-11,6
KLVK,KLHM,18,2018-12-11,1
KLVK,KMCE,17,2018-04-28,1
KLVK,KMHR,19,2018-02-23,1
KLVK,KMOD,23,2018-05-03,1
KLVK,KMRY,03,2018-11-14,1
KLVK,KO69,18,2018-12-11,2
KLVK,KO88,15,2018-06-12,2
KLVK,KOAK,23,2018-07-16,5
KLVK,KPAO,19,2018-08-12,11
KLVK,KPWK,20,2018-12-03,1
KLVK,KRBL,16,2018-05-04,1
KLVK,KRHV,00,2018-06-18,5
KLVK,KSAC,18,2018-08-12,1
KLVK,KSBA,15,2018-08-12,2
KLVK,KSBP,15,2018-08-12,3
KLVK,KSCK,23,2018-12-26,2
KLVK,KSLE,16,2018-05-21,1
KLVK,KSNA,13,2018-04-28,1
KLVK,KSNS,17,2018-08-12,1
KLVK,KSQL,16,2018-08-12,12
KLVK,KSUU,15,2018-04-28,1
KLVK,KTCY,15,2018-07-08,1
KLVK,KTRK,16,2018-01-21,2
KLVK,KTVL,16,2018-06-13,2
KLVK,KUKI,15,2018-01-31,1
KLVK,KVNY,17,2018-05-15,2
KLVK,KWHP,21,2018-12-03,1
KLVK,KWVI,18,2018-08-12,1
KLVN,1MN5,16,2018-08-01,1
KLVN,1MN8,15,2018-08-12,1
KLVN,3MN9,16,2018-08-12,1
KLVN,IS59,12,2018-08-12,1
KLVN,K12Y,23,2018-06-02,1
KLVN,K21D,19,2018-12-09,1
KLVN,KANE,23,2018-10-02,1
KLVN,KFCM,20,2018-10-02,2
KLVN,KMIC,21,2018-08-12,1
KLVN,KSTP,13,2018-10-05,1
KLVN,MN47,23,2018-07-10,1
KLVN,MN87,16,2018-09-19,1
KLWA,IN82,13,2018-08-12,1
KLWA,KEKM,15,2018-08-12,1
KLWC,03PR,16,2018-08-12,1
KLWC,0KS0,17,2018-11-14,1
KLWC,17KS,13,2018-06-28,1
KLWC,47MO,20,2018-10-18,1
KLWC,7KS2,20,2018-08-01,1
KLWC,7KS4,21,2018-12-09,1
KLWC,8KS9,22,2018-12-24,2
KLWC,KMKC,22,2018-08-12,1
KLWC,KTOP,23,2018-07-11,6
KLWC,SN59,22,2018-12-21,1
KLWC,SN81,01,2018-07-25,1
KLWC,SN84,22,2018-07-25,1
KLWM,09ME,15,2018-12-09,1
KLWM,15MA,20,2018-10-05,1
KLWM,78ME,13,2018-10-05,1
KLWM,JY39,22,2018-12-26,1
KLWM,K1B9,16,2018-10-17,1
KLWM,KASH,19,2018-02-14,1
KLWM,KBED,13,2018-05-03,1
KLWM,KBOS,15,2018-12-13,1
KLWM,KBST,22,2018-11-28,1
KLWM,KBVY,19,2018-06-12,4
KLWM,KCGX,17,2018-02-14,1
KLWM,KCQX,14,2018-08-01,2
KLWM,KEEN,17,2018-04-26,2
KLWM,KFRG,14,2018-10-05,1
KLWM,KGON,19,2018-01-21,1
KLWM,KHPN,00,2018-12-13,3
KLWM,KIAG,13,2018-08-01,1
KLWM,KIZG,23,2018-05-13,1
KLWM,KLOM,16,2018-05-03,1
KLWM,KMHT,18,2018-02-14,2
KLWM,KMMU,23,2018-07-31,1
KLWM,KMVY,13,2018-07-08,1
KLWM,KN87,23,2018-06-11,1
KLWM,KOWD,23,2018-06-13,3
KLWM,KPTK,17,2018-10-17,1
KLWM,KPYM,17,2018-04-28,1
KLWM,KSFM,13,2018-10-18,1
KLWM,KSYR,16,2018-10-05,1
KLWM,KTEB,18,2018-08-01,1
KLWM,KTTN,21,2018-05-03,1
KLWM,KWST,08,2018-05-04,1
KLWM,MA72,20,2018-09-19,1
KLWM,NY16,20,2018-10-05,1
KLWM,RI20,21,2018-08-13,1
KLWV,71IS,19,2018-12-09,1
KLXT,2MO9,20,2018-09-19,1
KLXT,40KS,15,2018-12-09,1
KLXT,86KS,12,2018-10-18,1
KLXT,FL19,17,2018-07-14,1
KLXT,KK81,15,2018-12-09,1
KLXT,KMKC,23,2018-12-11,1
KLXT,KSTJ,00,2018-12-09,1
KLXT,MO18,11,2018-07-25,1
KLXV,KAFF,13,2018-05-30,1
KLXY,KFTW,23,2018-10-18,1
KLZD,KPYM,15,2018-12-26,2
KLZD,KTAN,13,2018-07-08,2
KLZZ,8TS5,19,2018-10-02,1
KM01,K2M8,17,2018-10-18,1
KM01,KEGI,22,2018-09-20,1
KM01,KIWS,16,2018-10-02,1
KM01,KMEM,15,2018-10-05,1
KM21,PS52,22,2018-12-09,1
KM22,0AL9,15,2018-09-07,1
KM33,6TN9,21,2018-06-22,1
KM71,44IS,22,2018-08-12,1
KM71,KH19,12,2018-10-17,1
KM91,7TN0,20,2018-12-11,1
KM91,AL93,19,2018-08-12,1
KM91,KJWN,21,2018-12-24,4
KM91,KSUS,20,2018-10-10,1
KM94,KRLD,03,2018-08-12,1
KM94,KYKM,16,2018-05-03,1
KMAF,02XS,19,2018-12-13,2
KMAF,03OK,22,2018-10-02,1
KMAF,25XA,17,2018-10-17,1
KMAF,3KY7,12,2018-10-05,1
KMAF,58XS,19,2018-08-01,1
KMAF,5TA5,21,2018-10-08,1
KMAF,77TS,22,2018-06-12,1
KMAF,7TE8,00,2018-10-05,1
KMAF,84TX,20,2018-12-09,2
KMAF,8TE2,12,2018-06-27,1
KMAF,K11R,15,2018-04-27,1
KMAF,KACT,07,2018-04-01,1
KMAF,KADS,21,2018-11-14,4
KMAF,KAFW,19,2018-12-09,1
KMAF,KAMA,03,2018-02-14,1
KMAF,KAUS,00,2018-10-02,2
KMAF,KBBD,12,2018-05-14,1
KMAF,KBUR,16,2018-10-17,1
KMAF,KCOS,21,2018-06-27,1
KMAF,KDAL,19,2018-11-14,11
KMAF,KDVT,21,2018-10-04,1
KMAF,KDWH,22,2018-10-17,1
KMAF,KE11,21,2018-08-01,1
KMAF,KEBG,22,2018-10-04,1
KMAF,KEDC,22,2018-05-16,3
KMAF,KFNL,02,2018-02-14,1
KMAF,KFTG,21,2018-09-07,1
KMAF,KFTW,21,2018-06-11,4
KMAF,KGNC,19,2018-06-27,1
KMAF,KHOU,23,2018-12-12,4
KMAF,KHYI,22,2018-01-05,1
KMAF,KIAD,19,2018-12-09,1
KMAF,KIAH,22,2018-11-28,2
KMAF,KINK,21,2018-08-01,2
KMAF,KIWS,14,2018-01-31,1
KMAF,KJYO,00,2018-10-18,1
KMAF,KLBB,20,2018-07-08,1
KMAF,KMIA,18,2018-11-14,1
KMAF,KOMA,19,2018-05-04,1
KMAF,KORL,14,2018-10-18,1
KMAF,KPWA,20,2018-05-03,1
KMAF,KSAF,20,2018-09-07,4
KMAF,KSGR,21,2018-10-18,2
KMAF,KT54,22,2018-11-15,1
KMAF,KT67,18,2018-10-18,1
KMAF,KTEB,15,2018-10-02,1
KMAF,KTYR,14,2018-08-01,1
KMAF,KVCT,14,2018-10-05,1
KMAI,K54J,22,2018-06-28,1
KMAI,LA15,16,2018-12-09,1
KMAI,LS00,20,2018-07-10,1
KMBS,16MD,22,2018-10-10,1
KMBS,92MI,22,2018-09-19,1
KMBS,K05C,12,2018-10-18,1
KMBS,K35D,10,2018-07-25,1
KMBS,KCMX,12,2018-10-02,1
KMBS,KDCA,13,2018-02-23,1
KMBS,KGRR,16,2018-04-28,1
KMBS,KIND,10,2018-10-18,1
KMBS,KLAN,20,2018-02-14,1
KMBS,KLBX,19,2018-02-14,2
KMBS,KPHL,11,2018-10-17,1
KMBS,KPHX,11,2018-04-27,1
KMBS,KPNE,12,2018-01-31,1
KMBS,KPTK,13,2018-01-29,2
KMBS,KTEB,20,2018-05-03,2
KMBS,KTUS,19,2018-10-05,1
KMBS,MI45,17,2018-08-12,1
KMBS,MI55,21,2018-10-01,1
KMBT,06TN,16,2018-08-12,2
KMBT,0TN5,22,2018-09-07,1
KMBT,10TN,16,2018-08-01,1
KMBT,7TN3,16,2018-07-25,1
KMBT,8TN6,23,2018-09-20,1
KMBT,KBNA,14,2018-07-08,1
KMBT,KJWN,14,2018-07-08,2
KMBT,KMQY,18,2018-07-25,1
KMBT,KSYI,14,2018-08-01,1
KMBT,TN14,13,2018-08-13,1
KMBT,TN65,11,2018-09-07,1
KMBT,TN79,19,2018-08-12,1
KMBT,TN83,15,2018-06-09,1
KMBT,TN96,22,2018-08-13,1
KMCC,08CL,17,2018-11-20,1
KMCC,4CL4,20,2018-12-03,1
KMCC,51CL,02,2018-06-09,1
KMCC,52CN,15,2018-06-18,1
KMCC,5CA8,23,2018-11-28,1
KMCC,6CA6,22,2018-07-14,1
KMCC,9CL2,14,2018-08-01,1
KMCC,AZ67,17,2018-05-29,1
KMCC,CA16,03,2018-08-12,3
KMCC,KACV,19,2018-08-01,1
KMCC,KBAB,18,2018-04-26,1
KMCC,KBFI,22,2018-12-08,1
KMCC,KC83,23,2018-07-14,1
KMCC,KCCR,16,2018-09-19,2
KMCC,KDMN,15,2018-08-13,1
KMCC,KE16,17,2018-08-01,1
KMCC,KGOO,15,2018-06-18,1
KMCC,KHHR,17,2018-09-07,1
KMCC,KIZA,23,2018-06-27,1
KMCC,KLAS,22,2018-12-09,1
KMCC,KLHM,14,2018-05-03,2
KMCC,KMHR,20,2018-02-14,2
KMCC,KMOD,15,2018-01-29,1
KMCC,KMRY,18,2018-12-11,1
KMCC,KNKX,01,2018-02-14,1
KMCC,KO02,13,2018-07-14,1
KMCC,KOAK,23,2018-06-13,1
KMCC,KPSP,17,2018-09-11,1
KMCC,KRBL,22,2018-05-02,1
KMCC,KRHV,23,2018-04-15,1
KMCC,KRIL,17,2018-01-09,1
KMCC,KRIU,22,2018-04-27,1
KMCC,KRNO,10,2018-08-01,1
KMCC,KRNT,23,2018-06-26,1
KMCC,KSBP,17,2018-08-13,1
KMCC,KSFO,00,2018-04-28,2
KMCC,KSJC,13,2018-08-01,1
KMCC,KSMX,16,2018-12-11,1
KMCC,KSNA,20,2018-04-28,2
KMCC,KSQL,22,2018-06-27,1
KMCC,KSTS,17,2018-11-14,1
KMCC,KTRK,18,2018-07-01,9
KMCC,KVGT,22,2018-12-08,1
KMCC,KWHP,18,2018-04-28,1
KMCC,OG63,22,2018-12-06,1
KMCE,KDWA,16,2018-04-28,1
KMCE,KRBL,03,2018-01-29,1
KMCF,KDAL,02,2018-01-29,1
KMCF,KHWO,18,2018-02-14,1
KMCF,KTEB,17,2018-02-14,1
KMCI,7KS2,00,2018-11-14,1
KMCI,KBUR,06,2018-12-13,1
KMCI,MU20,19,2018-12-09,1
KMCO,02XS,15,2018-10-18,1
KMCO,20GA,12,2018-02-14,1
KMCO,2PN3,21,2018-12-11,1
KMCO,82LA,18,2018-12-11,1
KMCO,FA40,18,2018-11-11,1
KMCO,FL12,14,2018-10-18,1
KMCO,K9D9,13,2018-10-18,1
KMCO,KAPF,16,2018-04-26,1
KMCO,KATL,19,2018-01-17,1
KMCO,KAUS,13,2018-01-29,1
KMCO,KAVO,19,2018-01-31,1
KMCO,KBCT,14,2018-10-05,1
KMCO,KCAE,09,2018-10-05,1
KMCO,KCKF,20,2018-05-14,1
KMCO,KDCA,21,2018-12-11,1
KMCO,KFLL,14,2018-05-16,2
KMCO,KFLP,19,2018-12-03,1
KMCO,KFME,11,2018-10-05,1
KMCO,KFMY,18,2018-04-27,1
KMCO,KFTW,21,2018-06-17,1
KMCO,KFXE,19,2018-10-18,1
KMCO,KGSO,19,2018-08-13,1
KMCO,KHPN,19,2018-12-13,2
KMCO,KHWO,21,2018-02-23,2
KMCO,KIAD,22,2018-06-04,1
KMCO,KLOT,16,2018-10-18,1
KMCO,KMDW,15,2018-10-05,2
KMCO,KMEM,17,2018-10-02,1
KMCO,KMMU,23,2018-11-13,1
KMCO,KMTN,23,2018-12-08,1
KMCO,KN94,19,2018-06-27,1
KMCO,KOPF,22,2018-03-11,3
KMCO,KORL,22,2018-10-17,2
KMCO,KPBI,19,2018-04-30,2
KMCO,KPHL,14,2018-05-03,1
KMCO,KRSW,11,2018-12-09,2
KMCO,KSFB,00,2018-06-11,1
KMCO,KSJC,18,2018-05-03,1
KMCO,KTKI,18,2018-12-13,1
KMCO,KTPF,17,2018-04-28,1
KMCO,KVNY,15,2018-12-26,1
KMCO,KZPH,12,2018-12-11,2
KMCO,LL94,19,2018-10-18,1
KMCO,SBGR,15,2018-06-13,1
KMCO,TJIG,04,2018-01-29,1
KMCO,TJSJ,15,2018-01-31,1
KMCX,4II0,19,2018-12-09,1
KMCX,72IN,21,2018-07-08,1
KMCX,KFOA,17,2018-11-14,1
KMCX,KLAF,19,2018-08-12,5
KMDD,00TS,15,2018-12-09,1
KMDD,1TE3,14,2018-09-07,1
KMDD,2TX0,21,2018-08-01,1
KMDD,54TX,13,2018-06-12,2
KMDD,81NM,13,2018-07-01,1
KMDD,KAXH,17,2018-07-25,1
KMDD,KBBD,15,2018-12-11,1
KMDD,KFTW,20,2018-08-12,1
KMDD,KJVL,14,2018-06-12,1
KMDD,KLXV,19,2018-12-06,1
KMDD,KMAF,15,2018-08-12,1
KMDD,KRBD,13,2018-12-13,3
KMDD,KSAT,20,2018-07-25,1
KMDD,KSFB,21,2018-10-01,1
KMDD,KSJT,23,2018-07-01,1
KMDD,KSKF,16,2018-08-12,1
KMDD,KT27,12,2018-08-12,1
KMDD,KTDW,21,2018-07-31,1
KMDD,KTYR,21,2018-12-09,1
KMDD,TA00,19,2018-12-10,1
KMDD,XS89,23,2018-11-15,1
KMDQ,2AL7,23,2018-11-11,1
KMDQ,AL10,15,2018-10-18,1
KMDQ,AL16,16,2018-10-18,1
KMDQ,AL29,18,2018-10-02,1
KMDQ,K9A4,16,2018-12-26,1
KMDQ,KHSV,18,2018-12-24,1
KMDQ,KHUA,23,2018-04-06,1
KMDQ,KJFX,22,2018-12-24,1
KMDQ,KMGE,13,2018-12-13,1
KMDQ,KMGM,00,2018-10-18,2
KMDQ,KPUB,14,2018-12-13,1
KMDQ,KRYY,21,2018-12-24,1
KMDT,25OI,20,2018-09-19,1
KMDT,3PN9,19,2018-09-07,1
KMDT,KAPA,21,2018-12-23,1
KMDT,KPNE,23,2018-12-25,1
KMDT,KUKT,21,2018-05-16,1
KMDW,05IN,21,2018-08-13,1
KMDW,0PN7,23,2018-10-15,1
KMDW,0WI7,23,2018-11-11,1
KMDW,14MI,20,2018-10-05,1
KMDW,17II,17,2018-08-12,1
KMDW,1FD4,22,2018-06-17,2
KMDW,1WN2,23,2018-09-21,1
KMDW,3II0,00,2018-12-11,1
KMDW,4MI6,13,2018-07-25,1
KMDW,54IS,20,2018-06-12,1
KMDW,68MI,19,2018-06-28,1
KMDW,6GA0,19,2018-12-09,1
KMDW,71LL,23,2018-10-18,1
KMDW,75WI,01,2018-10-05,1
KMDW,7NJ9,14,2018-07-22,1
KMDW,9WN3,16,2018-12-13,1
KMDW,CAA2,22,2018-06-02,1
KMDW,CL36,16,2018-07-08,2
KMDW,EIDW,00,2018-04-28,1
KMDW,IA35,01,2018-11-14,1
KMDW,IN43,05,2018-12-09,1
KMDW,IN44,17,2018-10-05,1
KMDW,K1C1,02,2018-10-05,1
KMDW,K7G0,21,2018-10-18,1
KMDW,KABE,22,2018-01-19,1
KMDW,KAPA,13,2018-08-12,2
KMDW,KBED,23,2018-05-02,1
KMDW,KBJC,21,2018-07-16,3
KMDW,KBOS,23,2018-01-30,1
KMDW,KBST,15,2018-08-12,1
KMDW,KBUR,16,2018-08-12,1
KMDW,KC65,03,2018-06-27,1
KMDW,KCAE,17,2018-11-14,1
KMDW,KCLT,21,2018-11-14,1
KMDW,KCMA,14,2018-10-05,1
KMDW,KCMH,23,2018-04-04,1
KMDW,KCMI,23,2018-02-23,1
KMDW,KDAL,22,2018-04-18,3
KMDW,KDPA,05,2018-01-29,2
KMDW,KDTO,20,2018-09-12,1
KMDW,KDVT,19,2018-12-24,1
KMDW,KEGI,19,2018-10-15,1
KMDW,KFDY,22,2018-03-14,1
KMDW,KFNT,21,2018-06-11,1
KMDW,KFTY,00,2018-06-28,1
KMDW,KGRR,23,2018-04-11,1
KMDW,KGVQ,22,2018-09-07,1
KMDW,KGYY,23,2018-04-01,1
KMDW,KHOU,00,2018-06-11,3
KMDW,KHPN,21,2018-08-12,4
KMDW,KIAD,11,2018-09-19,1
KMDW,KIAH,13,2018-05-08,2
KMDW,KIND,20,2018-05-16,1
KMDW,KJGG,16,2018-12-09,1
KMDW,KJQF,19,2018-11-13,1
KMDW,KK02,18,2018-10-15,2
KMDW,KLAN,20,2018-10-17,1
KMDW,KLAS,19,2018-02-14,1
KMDW,KLAX,01,2018-07-25,1
KMDW,KLGB,19,2018-01-31,1
KMDW,KLWC,22,2018-12-09,1
KMDW,KM01,01,2018-09-06,1
KMDW,KMBS,20,2018-12-13,1
KMDW,KMDT,20,2018-01-10,1
KMDW,KMKE,23,2018-11-13,1
KMDW,KMKG,16,2018-04-27,1
KMDW,KMLI,15,2018-06-13,1
KMDW,KMSN,13,2018-10-02,2
KMDW,KOMA,22,2018-11-28,11
KMDW,KOPF,12,2018-06-12,2
KMDW,KPBI,18,2018-05-03,1
KMDW,KPNE,22,2018-04-29,1
KMDW,KPPO,14,2018-08-12,1
KMDW,KPSP,19,2018-08-12,1
KMDW,KPTK,14,2018-10-02,2
KMDW,KPVD,19,2018-10-17,1
KMDW,KPWK,23,2018-11-10,8
KMDW,KROG,18,2018-06-28,1
KMDW,KSAN,19,2018-11-11,1
KMDW,KSBA,16,2018-01-29,1
KMDW,KSBM,14,2018-04-26,1
KMDW,KSGR,03,2018-05-04,1
KMDW,KSTE,20,2018-01-31,1
KMDW,KSTP,13,2018-12-26,1
KMDW,KSUS,23,2018-10-15,2
KMDW,KTEB,22,2018-07-10,8
KMDW,KTIP,16,2018-08-12,1
KMDW,KTOL,16,2018-04-01,1
KMDW,KTTN,19,2018-11-14,2
KMDW,KUGN,19,2018-11-14,3
KMDW,KUMP,13,2018-04-04,2
KMDW,KVNY,19,2018-02-22,1
KMDW,KXNA,21,2018-08-13,2
KMDW,MA18,00,2018-07-22,1
KMDW,MA43,14,2018-07-14,1
KMDW,OI45,14,2018-12-03,3
KMDW,OI84,19,2018-10-10,1
KMDW,VA71,15,2018-08-12,1
KMDW,WI78,17,2018-08-12,1
KMEM,16PA,20,2018-12-21,1
KMEM,78VA,14,2018-10-15,1
KMEM,FL35,19,2018-12-09,1
KMEM,KBEH,15,2018-10-17,1
KMEM,KDAL,18,2018-10-02,1
KMEM,KEWR,21,2018-08-01,1
KMEM,KIAD,02,2018-10-18,1
KMEM,KMDW,14,2018-10-18,1
KMEM,KORL,21,2018-10-18,1
KMEM,KRDU,21,2018-10-18,1
KMEM,KSNA,15,2018-10-18,1
KMEM,KSSC,16,2018-11-11,1
KMEM,KTEB,16,2018-11-14,1
KMEM,OK06,02,2018-10-05,1
KMER,KDWA,23,2018-01-17,2
KMER,KMOD,05,2018-05-03,1
KMER,KPAO,23,2018-01-19,1
KMER,KSAC,23,2018-02-13,1
KMEV,KA34,18,2018-09-21,1
KMFE,K1L0,22,2018-12-06,1
KMFE,KAPY,21,2018-12-11,1
KMFE,KAUS,23,2018-01-30,1
KMFE,KBRO,17,2018-01-31,1
KMFE,KCOM,21,2018-11-14,1
KMFE,KDAL,20,2018-01-29,2
KMFE,KEDC,15,2018-01-29,1
KMFE,KFTW,21,2018-12-21,2
KMFE,KGRR,21,2018-11-15,1
KMFE,KLWA,20,2018-09-20,1
KMFE,KSAT,23,2018-07-16,2
KMFE,KSGR,15,2018-01-29,1
KMFE,KSSF,04,2018-12-21,1
KMFE,TX54,01,2018-08-12,1
KMFE,XS39,15,2018-12-09,1
KMFI,0WI8,19,2018-04-28,1
KMFI,32WN,16,2018-08-12,1
KMFR,26OG,21,2018-07-10,1
KMFR,4CA2,15,2018-08-01,1
KMFR,5OR0,18,2018-11-10,1
KMFR,5OR9,01,2018-08-01,1
KMFR,64OR,22,2018-11-20,1
KMFR,CL36,01,2018-09-19,1
KMFR,K2S7,13,2018-09-19,1
KMFR,KBFI,23,2018-10-07,1
KMFR,KCXP,03,2018-12-10,1
KMFR,KEDU,22,2018-12-21,1
KMFR,KEUG,23,2018-07-10,1
KMFR,KHIO,16,2018-12-09,2
KMFR,KO60,01,2018-07-25,1
KMFR,KOAK,19,2018-11-14,2
KMFR,KRHV,21,2018-10-15,1
KMFR,KRNO,21,2018-11-11,1
KMFR,KS03,15,2018-09-07,1
KMFR,KSJC,20,2018-09-19,1
KMFR,KSPZ,15,2018-12-06,1
KMFR,KTEB,00,2018-09-19,1
KMFR,KUDD,14,2018-08-01,1
KMFR,OG13,23,2018-12-03,1
KMFR,OG36,00,2018-12-09,1
KMFR,OR74,22,2018-09-19,1
KMGC,IL15,21,2018-12-26,1
KMGC,K3CK,16,2018-10-18,1
KMGC,KC09,19,2018-07-08,1
KMGC,KC20,17,2018-07-08,1
KMGC,KMSN,22,2018-04-26,1
KMGC,KRAC,18,2018-05-15,1
KMGE,05IN,13,2018-05-21,1
KMGE,20GA,16,2018-05-03,4
KMGE,3TE0,15,2018-08-13,1
KMGE,5GA4,19,2018-12-11,1
KMGE,69XA,20,2018-12-23,1
KMGE,82IN,16,2018-12-11,1
KMGE,8GA3,13,2018-12-13,1
KMGE,FA40,11,2018-09-19,1
KMGE,KAAF,18,2018-02-23,1
KMGE,KAPA,23,2018-12-10,1
KMGE,KASE,18,2018-07-14,1
KMGE,KBHM,19,2018-02-23,1
KMGE,KBNA,15,2018-12-24,1
KMGE,KCEU,21,2018-12-11,1
KMGE,KFTY,01,2018-09-19,1
KMGE,KGNV,10,2018-02-23,1
KMGE,KGRB,14,2018-12-09,1
KMGE,KLAL,11,2018-02-23,1
KMGE,KMSL,11,2018-12-13,1
KMGE,KPDK,15,2018-01-31,1
KMGE,KPWK,20,2018-02-23,1
KMGE,KSEA,22,2018-02-22,1
KMGE,KVNY,18,2018-12-09,1
KMGE,LL40,19,2018-06-28,1
KMGG,KFCM,17,2018-10-02,1
KMGJ,7LA0,00,2018-09-16,1
KMGJ,KCDW,13,2018-04-01,1
KMGJ,KDXR,18,2018-01-29,1
KMGJ,KHPN,18,2018-01-31,3
KMGJ,KLAX,19,2018-03-11,1
KMGJ,KMMU,16,2018-01-29,1
KMGJ,KPOU,19,2018-02-14,1
KMGJ,KTEB,18,2018-06-11,3
KMGJ,KTKI,20,2018-05-03,1
KMGJ,KVNY,14,2018-04-26,1
KMGM,27AL,23,2018-09-21,2
KMGM,2SC8,23,2018-11-13,1
KMGM,34II,14,2018-12-11,1
KMGM,4XA3,15,2018-10-05,1
KMGM,71AL,21,2018-10-02,1
KMGM,8KY6,17,2018-10-03,1
KMGM,AL76,18,2018-10-18,1
KMGM,FA27,15,2018-12-11,1
KMGM,K04A,16,2018-10-18,1
KMGM,K06A,15,2018-12-24,1
KMGM,K07A,23,2018-11-20,1
KMGM,K1A9,21,2018-10-17,1
KMGM,KHOU,16,2018-10-05,1
KMGM,KJYO,15,2018-12-09,1
KMGM,KMDQ,18,2018-10-05,1
KMGR,GA42,23,2018-09-19,1
KMHK,65KS,13,2018-12-11,1
KMHR,08CL,21,2018-12-24,1
KMHR,0CA3,22,2018-12-13,1
KMHR,12CA,14,2018-06-09,1
KMHR,44CL,22,2018-08-12,2
KMHR,4CA7,23,2018-06-04,1
KMHR,CA16,18,2018-12-13,1
KMHR,CA71,15,2018-11-14,1
KMHR,CN29,15,2018-10-18,1
KMHR,FD38,17,2018-12-26,1
KMHR,KAPC,05,2018-09-07,4
KMHR,KC83,14,2018-06-12,1
KMHR,KCCR,05,2018-12-26,1
KMHR,KEMT,20,2018-06-11,1
KMHR,KF72,18,2018-06-12,1
KMHR,KFNL,22,2018-12-23,1
KMHR,KHND,14,2018-08-13,1
KMHR,KHWD,23,2018-05-30,7
KMHR,KLAX,20,2018-08-13,1
KMHR,KLGB,17,2018-06-09,1
KMHR,KLHM,20,2018-01-29,2
KMHR,KLVK,20,2018-02-23,1
KMHR,KMCC,22,2018-02-14,1
KMHR,KO27,14,2018-10-02,1
KMHR,KO88,18,2018-12-11,1
KMHR,KPAO,00,2018-05-03,2
KMHR,KPSP,17,2018-12-11,1
KMHR,KPVF,18,2018-12-13,1
KMHR,KRNO,16,2018-09-19,1
KMHR,KSCK,18,2018-02-14,1
KMHR,KSJC,23,2018-11-13,2
KMHR,KSNA,22,2018-08-12,1
KMHR,KSNS,23,2018-02-18,1
KMHR,KSTS,19,2018-01-29,2
KMHR,KSUS,16,2018-08-12,1
KMHR,KTRK,19,2018-11-15,5
KMHR,KXNA,21,2018-09-06,1
KMHT,54ME,11,2018-09-07,1
KMHT,KACK,15,2018-06-09,1
KMHT,KBED,09,2018-06-11,1
KMHT,KDAW,15,2018-04-28,1
KMHT,KJYO,13,2018-12-09,1
KMHT,KPHX,13,2018-10-05,1
KMHT,KPOU,13,2018-01-10,1
KMHT,KPSM,20,2018-04-28,1
KMHT,KPWM,00,2018-05-03,1
KMHT,KRKD,22,2018-12-09,1
KMHT,KSAT,11,2018-06-18,1
KMHT,KSFM,12,2018-06-09,1
KMHT,KTAN,22,2018-10-05,1
KMHT,KTEB,13,2018-05-03,1
KMHT,ME33,11,2018-10-05,1
KMHT,NH78,16,2018-12-26,1
KMHV,KCCR,21,2018-11-20,2
KMHV,KCMA,00,2018-12-11,1
KMHV,KDAL,16,2018-12-13,1
KMHV,KLHM,23,2018-04-27,1
KMHV,KSBD,17,2018-08-12,1
KMHV,KSQL,00,2018-06-09,1
KMIA,05FL,23,2018-12-06,2
KMIA,07FA,12,2018-08-12,1
KMIA,2FA4,20,2018-09-07,2
KMIA,EDTB,01,2018-12-09,1
KMIA,FA50,16,2018-12-11,1
KMIA,FD38,23,2018-12-13,1
KMIA,FD96,02,2018-10-18,1
KMIA,K44N,19,2018-12-21,1
KMIA,KAPF,02,2018-04-01,1
KMIA,KASE,16,2018-06-22,1
KMIA,KBTL,17,2018-01-31,1
KMIA,KDAL,18,2018-02-14,1
KMIA,KFXE,20,2018-09-07,4
KMIA,KGSO,14,2018-05-03,1
KMIA,KHFD,20,2018-02-14,1
KMIA,KHPN,14,2018-04-01,1
KMIA,KHVN,20,2018-04-28,1
KMIA,KHWO,15,2018-06-12,1
KMIA,KIAD,16,2018-11-14,1
KMIA,KLAS,20,2018-12-12,1
KMIA,KMDW,20,2018-04-01,1
KMIA,KMMK,03,2018-02-08,1
KMIA,KMMU,19,2018-02-14,2
KMIA,KOPF,14,2018-08-12,1
KMIA,KORL,22,2018-01-31,1
KMIA,KPBI,23,2018-11-11,2
KMIA,KPMP,13,2018-04-01,1
KMIA,KPTK,20,2018-12-11,1
KMIA,KPWK,21,2018-11-20,1
KMIA,KSAN,20,2018-07-24,1
KMIA,KTEB,02,2018-05-03,3
KMIA,KTOL,13,2018-04-26,1
KMIA,KWHP,18,2018-07-08,1
KMIA,MP24,19,2018-07-25,1
KMIA,MYBS,15,2018-12-09,1
KMIC,03WI,12,2018-08-12,1
KMIC,0MN8,18,2018-10-18,1
KMIC,5MN4,19,2018-07-25,1
KMIC,6WI2,23,2018-06-10,1
KMIC,9MN1,13,2018-12-11,1
KMIC,9MN6,17,2018-12-09,1
KMIC,K25D,21,2018-10-18,1
KMIC,KACQ,12,2018-10-18,1
KMIC,KCBG,23,2018-07-10,1
KMIC,KFCM,23,2018-04-04,1
