19,2018-01-05,KJFK,14
20,2018-01-05,KJFK,12
21,2018-01-05,KJFK,11
22,2018-01-05,KJFK,10
23,2018-01-05,KJFK,9
00,2018-01-06,KJFK,14
01,2018-01-06,KJFK,19
02,2018-01-06,KJFK,9
03,2018-01-06,KJFK,9
04,2018-01-06,KJFK,9
05,2018-01-06,KJFK,7
06,2018-01-06,KJFK,11
07,2018-01-06,KJFK,7
08,2018-01-06,KJFK,6
09,2018-01-06,KJFK,6
10,2018-01-06,KJFK,1
11,2018-01-06,KJFK,3
12,2018-01-06,KJFK,4
13,2018-01-06,KJFK,9
14,2018-01-06,KJFK,15
15,2018-01-06,KJFK,10
16,2018-01-06,KJFK,12
17,2018-01-06,KJFK,17
18,2018-01-06,KJFK,16
19,2018-01-06,KJFK,14
20,2018-01-06,KJFK,13
21,2018-01-06,KJFK,26
22,2018-01-06,KJFK,21
23,2018-01-06,KJFK,28
00,2018-01-07,KJFK,28
01,2018-01-07,KJFK,18
02,2018-01-07,KJFK,31
03,2018-01-07,KJFK,30
04,2018-01-07,KJFK,18
05,2018-01-07,KJFK,16
06,2018-01-07,KJFK,15
07,2018-01-07,KJFK,14
08,2018-01-07,KJFK,3
09,2018-01-07,KJFK,5
10,2018-01-07,KJFK,2
11,2018-01-07,KJFK,14
12,2018-01-07,KJFK,16
13,2018-01-07,KJFK,18
14,2018-01-07,KJFK,25
15,2018-01-07,KJFK,39
16,2018-01-07,KJFK,28
17,2018-01-07,KJFK,23
18,2018-01-07,KJFK,30
19,2018-01-07,KJFK,16
20,2018-01-07,KJFK,16
21,2018-01-07,KJFK,24
22,2018-01-07,KJFK,24
23,2018-01-07,KJFK,25
00,2018-01-08,KJFK,16
01,2018-01-08,KJFK,21
02,2018-01-08,KJFK,20
03,2018-01-08,KJFK,15
04,2018-01-08,KJFK,23
05,2018-01-08,KJFK,11
06,2018-01-08,KJFK,7
07,2018-01-08,KJFK,2
08,2018-01-08,KJFK,3
09,2018-01-08,KJFK,5
10,2018-01-08,KJFK,3
11,2018-01-08,KJFK,8
12,2018-01-08,KJFK,16
13,2018-01-08,KJFK,20
14,2018-01-08,KJFK,27
15,2018-01-08,KJFK,7
16,2018-01-08,KJFK,17
17,2018-01-08,KJFK,16
18,2018-01-08,KJFK,14
19,2018-01-08,KJFK,16
20,2018-01-08,KJFK,20
21,2018-01-08,KJFK,17
22,2018-01-08,KJFK,12
23,2018-01-08,KJFK,16
00,2018-01-09,KJFK,9
01,2018-01-09,KJFK,14
02,2018-01-09,KJFK,17
03,2018-01-09,KJFK,13
04,2018-01-09,KJFK,14
05,2018-01-09,KJFK,12
06,2018-01-09,KJFK,8
07,2018-01-09,KJFK,2
08,2018-01-09,KJFK,5
09,2018-01-09,KJFK,2
10,2018-01-09,KJFK,1
11,2018-01-09,KJFK,2
12,2018-01-09,KJFK,13
13,2018-01-09,KJFK,24
14,2018-01-09,KJFK,21
15,2018-01-09,KJFK,10
16,2018-01-09,KJFK,16
17,2018-01-09,KJFK,10
18,2018-01-09,KJFK,7
19,2018-01-09,KJFK,7
20,2018-01-09,KJFK,20
21,2018-01-09,KJFK,17
22,2018-01-09,KJFK,18
23,2018-01-09,KJFK,16
00,2018-01-10,KJFK,14
01,2018-01-10,KJFK,11
02,2018-01-10,KJFK,10
03,2018-01-10,KJFK,8
04,2018-01-10,KJFK,3
05,2018-01-10,KJFK,4
06,2018-01-10,KJFK,3
07,2018-01-10,KJFK,3
08,2018-01-10,KJFK,2
09,2018-01-10,KJFK,1
10,2018-01-10,KJFK,2
11,2018-01-10,KJFK,6
12,2018-01-10,KJFK,10
13,2018-01-10,KJFK,16
14,2018-01-10,KJFK,13
15,2018-01-10,KJFK,14
16,2018-01-10,KJFK,11
17,2018-01-10,KJFK,9
18,2018-01-10,KJFK,8
19,2018-01-10,KJFK,9
20,2018-01-10,KJFK,21
21,2018-01-10,KJFK,25
22,2018-01-10,KJFK,14
23,2018-01-10,KJFK,28
00,2018-01-11,KJFK,24
01,2018-01-11,KJFK,23
02,2018-01-11,KJFK,16
03,2018-01-11,KJFK,16
04,2018-01-11,KJFK,16
05,2018-01-11,KJFK,10
06,2018-01-11,KJFK,3
07,2018-01-11,KJFK,2
09,2018-01-11,KJFK,1
10,2018-01-11,KJFK,2
11,2018-01-11,KJFK,9
12,2018-01-11,KJFK,17
13,2018-01-11,KJFK,21
14,2018-01-11,KJFK,31
15,2018-01-11,KJFK,14
16,2018-01-11,KJFK,18
17,2018-01-11,KJFK,8
18,2018-01-11,KJFK,17
19,2018-01-11,KJFK,7
20,2018-01-11,KJFK,22
21,2018-01-11,KJFK,22
22,2018-01-11,KJFK,21
23,2018-01-11,KJFK,17
00,2018-01-12,KJFK,19
01,2018-01-12,KJFK,18
02,2018-01-12,KJFK,17
03,2018-01-12,KJFK,15
04,2018-01-12,KJFK,8
05,2018-01-12,KJFK,7
06,2018-01-12,KJFK,6
07,2018-01-12,KJFK,2
08,2018-01-12,KJFK,1
10,2018-01-12,KJFK,1
11,2018-01-12,KJFK,5
12,2018-01-12,KJFK,14
13,2018-01-12,KJFK,16
14,2018-01-12,KJFK,15
15,2018-01-12,KJFK,23
16,2018-01-12,KJFK,17
17,2018-01-12,KJFK,16
18,2018-01-12,KJFK,15
19,2018-01-12,KJFK,12
20,2018-01-12,KJFK,17
21,2018-01-12,KJFK,10
22,2018-01-12,KJFK,23
23,2018-01-12,KJFK,26
00,2018-01-13,KJFK,27
01,2018-01-13,KJFK,35
02,2018-01-13,KJFK,35
03,2018-01-13,KJFK,19
04,2018-01-13,KJFK,21
05,2018-01-13,KJFK,13
06,2018-01-13,KJFK,12
07,2018-01-13,KJFK,4
08,2018-01-13,KJFK,4
10,2018-01-13,KJFK,2
11,2018-01-13,KJFK,9
12,2018-01-13,KJFK,33
13,2018-01-13,KJFK,30
14,2018-01-13,KJFK,28
15,2018-01-13,KJFK,21
16,2018-01-13,KJFK,22
17,2018-01-13,KJFK,13
18,2018-01-13,KJFK,10
19,2018-01-13,KJFK,10
20,2018-01-13,KJFK,27
21,2018-01-13,KJFK,19
22,2018-01-13,KJFK,22
23,2018-01-13,KJFK,16
00,2018-01-14,KJFK,25
01,2018-01-14,KJFK,20
02,2018-01-14,KJFK,15
03,2018-01-14,KJFK,7
04,2018-01-14,KJFK,8
05,2018-01-14,KJFK,10
06,2018-01-14,KJFK,10
07,2018-01-14,KJFK,2
08,2018-01-14,KJFK,1
09,2018-01-14,KJFK,1
10,2018-01-14,KJFK,2
11,2018-01-14,KJFK,7
12,2018-01-14,KJFK,15
13,2018-01-14,KJFK,17
14,2018-01-14,KJFK,15
15,2018-01-14,KJFK,12
16,2018-01-14,KJFK,19
17,2018-01-14,KJFK,14
18,2018-01-14,KJFK,6
19,2018-01-14,KJFK,5
20,2018-01-14,KJFK,22
21,2018-01-14,KJFK,21
22,2018-01-14,KJFK,17
23,2018-01-14,KJFK,8
00,2018-01-15,KJFK,9
01,2018-01-15,KJFK,9
02,2018-01-15,KJFK,6
03,2018-01-15,KJFK,9
04,2018-01-15,KJFK,4
05,2018-01-15,KJFK,2
06,2018-01-15,KJFK,3
07,2018-01-15,KJFK,2
09,2018-01-15,KJFK,1
11,2018-01-15,KJFK,4
12,2018-01-15,KJFK,7
13,2018-01-15,KJFK,16
14,2018-01-15,KJFK,17
15,2018-01-15,KJFK,8
16,2018-01-15,KJFK,12
17,2018-01-15,KJFK,7
18,2018-01-15,KJFK,9
19,2018-01-15,KJFK,12
20,2018-01-15,KJFK,16
21,2018-01-15,KJFK,21
22,2018-01-15,KJFK,23
23,2018-01-15,KJFK,13
00,2018-01-16,KJFK,13
01,2018-01-16,KJFK,24
02,2018-01-16,KJFK,18
03,2018-01-16,KJFK,11
04,2018-01-16,KJFK,9
05,2018-01-16,KJFK,8
06,2018-01-16,KJFK,5
07,2018-01-16,KJFK,3
09,2018-01-16,KJFK,1
10,2018-01-16,KJFK,2
11,2018-01-16,KJFK,8
12,2018-01-16,KJFK,15
13,2018-01-16,KJFK,23
14,2018-01-16,KJFK,14
15,2018-01-16,KJFK,13
16,2018-01-16,KJFK,13
17,2018-01-16,KJFK,4
18,2018-01-16,KJFK,5
19,2018-01-16,KJFK,10
20,2018-01-16,KJFK,17
21,2018-01-16,KJFK,20
22,2018-01-16,KJFK,17
23,2018-01-16,KJFK,16
00,2018-01-17,KJFK,21
01,2018-01-17,KJFK,12
02,2018-01-17,KJFK,12
03,2018-01-17,KJFK,11
04,2018-01-17,KJFK,9
05,2018-01-17,KJFK,7
06,2018-01-17,KJFK,3
09,2018-01-17,KJFK,1
10,2018-01-17,KJFK,2
11,2018-01-17,KJFK,9
12,2018-01-17,KJFK,18
13,2018-01-17,KJFK,11
14,2018-01-17,KJFK,13
15,2018-01-17,KJFK,9
16,2018-01-17,KJFK,13
17,2018-01-17,KJFK,8
18,2018-01-17,KJFK,5
19,2018-01-17,KJFK,5
20,2018-01-17,KJFK,14
21,2018-01-17,KJFK,18
22,2018-01-17,KJFK,18
23,2018-01-17,KJFK,13
00,2018-01-18,KJFK,14
01,2018-01-18,KJFK,7
02,2018-01-18,KJFK,9
03,2018-01-18,KJFK,6
04,2018-01-18,KJFK,7
05,2018-01-18,KJFK,8
06,2018-01-18,KJFK,3
07,2018-01-18,KJFK,1
08,2018-01-18,KJFK,1
09,2018-01-18,KJFK,1
10,2018-01-18,KJFK,1
11,2018-01-18,KJFK,7
12,2018-01-18,KJFK,10
13,2018-01-18,KJFK,15
14,2018-01-18,KJFK,11
15,2018-01-18,KJFK,10
16,2018-01-18,KJFK,11
17,2018-01-18,KJFK,9
18,2018-01-18,KJFK,7
19,2018-01-18,KJFK,9
20,2018-01-18,KJFK,17
21,2018-01-18,KJFK,25
22,2018-01-18,KJFK,21
23,2018-01-18,KJFK,11
00,2018-01-19,KJFK,14
01,2018-01-19,KJFK,11
02,2018-01-19,KJFK,13
03,2018-01-19,KJFK,14
04,2018-01-19,KJFK,10
05,2018-01-19,KJFK,5
06,2018-01-19,KJFK,4
10,2018-01-19,KJFK,1
11,2018-01-19,KJFK,7
12,2018-01-19,KJFK,19
13,2018-01-19,KJFK,15
14,2018-01-19,KJFK,17
15,2018-01-19,KJFK,9
16,2018-01-19,KJFK,14
17,2018-01-19,KJFK,5
18,2018-01-19,KJFK,9
19,2018-01-19,KJFK,6
20,2018-01-19,KJFK,13
21,2018-01-19,KJFK,25
22,2018-01-19,KJFK,26
23,2018-01-19,KJFK,15
00,2018-01-20,KJFK,21
01,2018-01-20,KJFK,19
02,2018-01-20,KJFK,16
03,2018-01-20,KJFK,13
04,2018-01-20,KJFK,14
05,2018-01-20,KJFK,8
06,2018-01-20,KJFK,5
07,2018-01-20,KJFK,2
08,2018-01-20,KJFK,3
10,2018-01-20,KJFK,1
11,2018-01-20,KJFK,9
12,2018-01-20,KJFK,22
13,2018-01-20,KJFK,21
14,2018-01-20,KJFK,25
15,2018-01-20,KJFK,8
16,2018-01-20,KJFK,18
17,2018-01-20,KJFK,9
18,2018-01-20,KJFK,10
19,2018-01-20,KJFK,7
20,2018-01-20,KJFK,29
21,2018-01-20,KJFK,16
22,2018-01-20,KJFK,17
23,2018-01-20,KJFK,21
00,2018-01-21,KJFK,19
01,2018-01-21,KJFK,16
02,2018-01-21,KJFK,17
03,2018-01-21,KJFK,11
04,2018-01-21,KJFK,9
05,2018-01-21,KJFK,12
06,2018-01-21,KJFK,5
07,2018-01-21,KJFK,3
08,2018-01-21,KJFK,1
10,2018-01-21,KJFK,1
11,2018-01-21,KJFK,15
12,2018-01-21,KJFK,15
13,2018-01-21,KJFK,27
14,2018-01-21,KJFK,24
15,2018-01-21,KJFK,14
16,2018-01-21,KJFK,21
17,2018-01-21,KJFK,10
18,2018-01-21,KJFK,9
19,2018-01-21,KJFK,8
20,2018-01-21,KJFK,23
21,2018-01-21,KJFK,19
22,2018-01-21,KJFK,32
23,2018-01-21,KJFK,17
00,2018-01-22,KJFK,24
01,2018-01-22,KJFK,23
02,2018-01-22,KJFK,19
03,2018-01-22,KJFK,12
04,2018-01-22,KJFK,5
05,2018-01-22,KJFK,9
06,2018-01-22,KJFK,3
07,2018-01-22,KJFK,3
10,2018-01-22,KJFK,1
11,2018-01-22,KJFK,7
12,2018-01-22,KJFK,16
13,2018-01-22,KJFK,24
14,2018-01-22,KJFK,24
15,2018-01-22,KJFK,8
16,2018-01-22,KJFK,15
17,2018-01-22,KJFK,12
18,2018-01-22,KJFK,15
19,2018-01-22,KJFK,10
20,2018-01-22,KJFK,23
21,2018-01-22,KJFK,24
22,2018-01-22,KJFK,16
23,2018-01-22,KJFK,10
00,2018-01-23,KJFK,11
01,2018-01-23,KJFK,9
02,2018-01-23,KJFK,5
03,2018-01-23,KJFK,4
04,2018-01-23,KJFK,5
05,2018-01-23,KJFK,4
06,2018-01-23,KJFK,5
07,2018-01-23,KJFK,1
09,2018-01-23,KJFK,1
10,2018-01-23,KJFK,1
11,2018-01-23,KJFK,16
12,2018-01-23,KJFK,11
13,2018-01-23,KJFK,13
14,2018-01-23,KJFK,14
15,2018-01-23,KJFK,14
16,2018-01-23,KJFK,12
17,2018-01-23,KJFK,5
18,2018-01-23,KJFK,14
19,2018-01-23,KJFK,2
20,2018-01-23,KJFK,9
21,2018-01-23,KJFK,15
22,2018-01-23,KJFK,11
23,2018-01-23,KJFK,10
00,2018-01-24,KJFK,14
01,2018-01-24,KJFK,10
02,2018-01-24,KJFK,11
03,2018-01-24,KJFK,7
04,2018-01-24,KJFK,6
05,2018-01-24,KJFK,7
06,2018-01-24,KJFK,2
08,2018-01-24,KJFK,1
10,2018-01-24,KJFK,3
11,2018-01-24,KJFK,4
12,2018-01-24,KJFK,10
13,2018-01-24,KJFK,19
14,2018-01-24,KJFK,17
15,2018-01-24,KJFK,6
16,2018-01-24,KJFK,15
17,2018-01-24,KJFK,6
18,2018-01-24,KJFK,8
19,2018-01-24,KJFK,9
20,2018-01-24,KJFK,18
21,2018-01-24,KJFK,28
22,2018-01-24,KJFK,19
23,2018-01-24,KJFK,21
00,2018-01-25,KJFK,33
01,2018-01-25,KJFK,23
02,2018-01-25,KJFK,28
03,2018-01-25,KJFK,17
04,2018-01-25,KJFK,8
05,2018-01-25,KJFK,8
06,2018-01-25,KJFK,5
07,2018-01-25,KJFK,1
10,2018-01-25,KJFK,3
11,2018-01-25,KJFK,8
12,2018-01-25,KJFK,22
13,2018-01-25,KJFK,25
14,2018-01-25,KJFK,27
15,2018-01-25,KJFK,19
16,2018-01-25,KJFK,17
17,2018-01-25,KJFK,7
18,2018-01-25,KJFK,15
19,2018-01-25,KJFK,13
20,2018-01-25,KJFK,26
21,2018-01-25,KJFK,19
22,2018-01-25,KJFK,20
23,2018-01-25,KJFK,17
00,2018-01-26,KJFK,20
01,2018-01-26,KJFK,16
02,2018-01-26,KJFK,19
03,2018-01-26,KJFK,12
04,2018-01-26,KJFK,15
05,2018-01-26,KJFK,6
06,2018-01-26,KJFK,5
07,2018-01-26,KJFK,2
08,2018-01-26,KJFK,2
10,2018-01-26,KJFK,2
11,2018-01-26,KJFK,10
12,2018-01-26,KJFK,17
13,2018-01-26,KJFK,29
14,2018-01-26,KJFK,25
15,2018-01-26,KJFK,16
16,2018-01-26,KJFK,22
17,2018-01-26,KJFK,7
18,2018-01-26,KJFK,14
19,2018-01-26,KJFK,13
20,2018-01-26,KJFK,30
21,2018-01-26,KJFK,25
22,2018-01-26,KJFK,18
23,2018-01-26,KJFK,16
00,2018-01-27,KJFK,26
01,2018-01-27,KJFK,31
02,2018-01-27,KJFK,19
03,2018-01-27,KJFK,7
04,2018-01-27,KJFK,15
05,2018-01-27,KJFK,7
06,2018-01-27,KJFK,2
07,2018-01-27,KJFK,4
08,2018-01-27,KJFK,2
09,2018-01-27,KJFK,1
10,2018-01-27,KJFK,2
11,2018-01-27,KJFK,7
12,2018-01-27,KJFK,11
13,2018-01-27,KJFK,27
14,2018-01-27,KJFK,22
15,2018-01-27,KJFK,17
16,2018-01-27,KJFK,17
17,2018-01-27,KJFK,7
18,2018-01-27,KJFK,8
19,2018-01-27,KJFK,6
20,2018-01-27,KJFK,15
21,2018-01-27,KJFK,12
22,2018-01-27,KJFK,7
23,2018-01-27,KJFK,8
00,2018-01-28,KJFK,7
01,2018-01-28,KJFK,4
02,2018-01-28,KJFK,3
03,2018-01-28,KJFK,4
04,2018-01-28,KJFK,1
05,2018-01-28,KJFK,3
06,2018-01-28,KJFK,4
07,2018-01-28,KJFK,1
08,2018-01-28,KJFK,1
09,2018-01-28,KJFK,1
10,2018-01-28,KJFK,1
12,2018-01-28,KJFK,8
13,2018-01-28,KJFK,3
14,2018-01-28,KJFK,2
15,2018-01-28,KJFK,4
16,2018-01-28,KJFK,8
17,2018-01-28,KJFK,3
18,2018-01-28,KJFK,4
19,2018-01-28,KJFK,10
20,2018-01-28,KJFK,10
21,2018-01-28,KJFK,22
22,2018-01-28,KJFK,28
23,2018-01-28,KJFK,18
00,2018-01-29,KJFK,30
01,2018-01-29,KJFK,24
02,2018-01-29,KJFK,21
03,2018-01-29,KJFK,14
04,2018-01-29,KJFK,13
05,2018-01-29,KJFK,9
06,2018-01-29,KJFK,6
08,2018-01-29,KJFK,3
10,2018-01-29,KJFK,1
11,2018-01-29,KJFK,12
12,2018-01-29,KJFK,26
13,2018-01-29,KJFK,41
14,2018-01-29,KJFK,27
15,2018-01-29,KJFK,13
16,2018-01-29,KJFK,27
17,2018-01-29,KJFK,16
18,2018-01-29,KJFK,12
19,2018-01-29,KJFK,10
20,2018-01-29,KJFK,26
21,2018-01-29,KJFK,25
22,2018-01-29,KJFK,21
23,2018-01-29,KJFK,18
00,2018-01-30,KJFK,24
01,2018-01-30,KJFK,13
02,2018-01-30,KJFK,12
03,2018-01-30,KJFK,14
04,2018-01-30,KJFK,10
05,2018-01-30,KJFK,7
06,2018-01-30,KJFK,5
07,2018-01-30,KJFK,3
08,2018-01-30,KJFK,3
09,2018-01-30,KJFK,3
10,2018-01-30,KJFK,2
12,2018-01-30,KJFK,14
13,2018-01-30,KJFK,16
14,2018-01-30,KJFK,19
15,2018-01-30,KJFK,25
16,2018-01-30,KJFK,23
17,2018-01-30,KJFK,5
18,2018-01-30,KJFK,11
19,2018-01-30,KJFK,9
20,2018-01-30,KJFK,20
21,2018-01-30,KJFK,24
22,2018-01-30,KJFK,26
23,2018-01-30,KJFK,13
00,2018-01-31,KJFK,22
01,2018-01-31,KJFK,19
02,2018-01-31,KJFK,24
03,2018-01-31,KJFK,16
04,2018-01-31,KJFK,7
05,2018-01-31,KJFK,7
06,2018-01-31,KJFK,6
07,2018-01-31,KJFK,2
09,2018-01-31,KJFK,1
10,2018-01-31,KJFK,2
11,2018-01-31,KJFK,3
12,2018-01-31,KJFK,20
13,2018-01-31,KJFK,34
14,2018-01-31,KJFK,16
15,2018-01-31,KJFK,10
16,2018-01-31,KJFK,18
17,2018-01-31,KJFK,7
18,2018-01-31,KJFK,9
19,2018-01-31,KJFK,13
20,2018-01-31,KJFK,17
21,2018-01-31,KJFK,23
22,2018-01-31,KJFK,23
23,2018-01-31,KJFK,13
00,2018-02-01,KJFK,17
01,2018-02-01,KJFK,20
02,2018-02-01,KJFK,9
03,2018-02-01,KJFK,6
04,2018-02-01,KJFK,11
05,2018-02-01,KJFK,9
06,2018-02-01,KJFK,3
07,2018-02-01,KJFK,2
08,2018-02-01,KJFK,2
10,2018-02-01,KJFK,1
11,2018-02-01,KJFK,8
12,2018-02-01,KJFK,18
13,2018-02-01,KJFK,20
14,2018-02-01,KJFK,20
15,2018-02-01,KJFK,11
16,2018-02-01,KJFK,20
17,2018-02-01,KJFK,4
18,2018-02-01,KJFK,14
19,2018-02-01,KJFK,10
20,2018-02-01,KJFK,23
21,2018-02-01,KJFK,28
22,2018-02-01,KJFK,35
23,2018-02-01,KJFK,30
00,2018-02-02,KJFK,31
01,2018-02-02,KJFK,34
02,2018-02-02,KJFK,27
03,2018-02-02,KJFK,25
04,2018-02-02,KJFK,11
05,2018-02-02,KJFK,12
06,2018-02-02,KJFK,7
07,2018-02-02,KJFK,3
08,2018-02-02,KJFK,1
10,2018-02-02,KJFK,1
11,2018-02-02,KJFK,12
12,2018-02-02,KJFK,23
13,2018-02-02,KJFK,37
14,2018-02-02,KJFK,30
15,2018-02-02,KJFK,33
16,2018-02-02,KJFK,25
17,2018-02-02,KJFK,11
18,2018-02-02,KJFK,15
19,2018-02-02,KJFK,12
20,2018-02-02,KJFK,22
21,2018-02-02,KJFK,23
22,2018-02-02,KJFK,18
23,2018-02-02,KJFK,12
00,2018-02-03,KJFK,15
01,2018-02-03,KJFK,14
02,2018-02-03,KJFK,20
03,2018-02-03,KJFK,9
04,2018-02-03,KJFK,10
05,2018-02-03,KJFK,5
06,2018-02-03,KJFK,2
07,2018-02-03,KJFK,1
08,2018-02-03,KJFK,1
10,2018-02-03,KJFK,1
11,2018-02-03,KJFK,6
12,2018-02-03,KJFK,16
13,2018-02-03,KJFK,14
14,2018-02-03,KJFK,14
15,2018-02-03,KJFK,6
16,2018-02-03,KJFK,16
17,2018-02-03,KJFK,7
18,2018-02-03,KJFK,7
19,2018-02-03,KJFK,8
20,2018-02-03,KJFK,23
21,2018-02-03,KJFK,18
22,2018-02-03,KJFK,11
23,2018-02-03,KJFK,8
00,2018-02-04,KJFK,14
01,2018-02-04,KJFK,12
02,2018-02-04,KJFK,10
03,2018-02-04,KJFK,2
04,2018-02-04,KJFK,8
05,2018-02-04,KJFK,7
06,2018-02-04,KJFK,3
07,2018-02-04,KJFK,2
08,2018-02-04,KJFK,1
10,2018-02-04,KJFK,1
11,2018-02-04,KJFK,7
12,2018-02-04,KJFK,8
13,2018-02-04,KJFK,14
14,2018-02-04,KJFK,11
15,2018-02-04,KJFK,9
16,2018-02-04,KJFK,16
17,2018-02-04,KJFK,5
18,2018-02-04,KJFK,6
19,2018-02-04,KJFK,11
20,2018-02-04,KJFK,23
21,2018-02-04,KJFK,12
22,2018-02-04,KJFK,19
23,2018-02-04,KJFK,16
00,2018-02-05,KJFK,28
01,2018-02-05,KJFK,14
02,2018-02-05,KJFK,15
03,2018-02-05,KJFK,9
04,2018-02-05,KJFK,5
05,2018-02-05,KJFK,11
06,2018-02-05,KJFK,2
07,2018-02-05,KJFK,4
10,2018-02-05,KJFK,2
11,2018-02-05,KJFK,10
12,2018-02-05,KJFK,16
13,2018-02-05,KJFK,19
14,2018-02-05,KJFK,19
15,2018-02-05,KJFK,17
16,2018-02-05,KJFK,17
17,2018-02-05,KJFK,12
18,2018-02-05,KJFK,11
19,2018-02-05,KJFK,13
20,2018-02-05,KJFK,21
21,2018-02-05,KJFK,21
22,2018-02-05,KJFK,20
23,2018-02-05,KJFK,15
00,2018-02-06,KJFK,10
01,2018-02-06,KJFK,13
02,2018-02-06,KJFK,13
03,2018-02-06,KJFK,13
04,2018-02-06,KJFK,7
05,2018-02-06,KJFK,4
06,2018-02-06,KJFK,2
07,2018-02-06,KJFK,2
08,2018-02-06,KJFK,2
10,2018-02-06,KJFK,1
11,2018-02-06,KJFK,8
12,2018-02-06,KJFK,15
13,2018-02-06,KJFK,21
14,2018-02-06,KJFK,11
15,2018-02-06,KJFK,8
16,2018-02-06,KJFK,15
17,2018-02-06,KJFK,4
18,2018-02-06,KJFK,13
19,2018-02-06,KJFK,7
20,2018-02-06,KJFK,23
21,2018-02-06,KJFK,16
22,2018-02-06,KJFK,26
23,2018-02-06,KJFK,23
00,2018-02-07,KJFK,22
01,2018-02-07,KJFK,25
02,2018-02-07,KJFK,21
03,2018-02-07,KJFK,13
04,2018-02-07,KJFK,13
05,2018-02-07,KJFK,9
06,2018-02-07,KJFK,8
07,2018-02-07,KJFK,3
08,2018-02-07,KJFK,1
10,2018-02-07,KJFK,4
11,2018-02-07,KJFK,5
12,2018-02-07,KJFK,20
13,2018-02-07,KJFK,16
14,2018-02-07,KJFK,19
15,2018-02-07,KJFK,18
16,2018-02-07,KJFK,14
17,2018-02-07,KJFK,17
18,2018-02-07,KJFK,8
19,2018-02-07,KJFK,12
20,2018-02-07,KJFK,19
21,2018-02-07,KJFK,26
22,2018-02-07,KJFK,22
23,2018-02-07,KJFK,20
00,2018-02-08,KJFK,28
01,2018-02-08,KJFK,19
02,2018-02-08,KJFK,17
03,2018-02-08,KJFK,15
04,2018-02-08,KJFK,14
05,2018-02-08,KJFK,12
06,2018-02-08,KJFK,7
07,2018-02-08,KJFK,1
08,2018-02-08,KJFK,1
10,2018-02-08,KJFK,1
11,2018-02-08,KJFK,10
12,2018-02-08,KJFK,19
13,2018-02-08,KJFK,20
14,2018-02-08,KJFK,32
15,2018-02-08,KJFK,16
16,2018-02-08,KJFK,23
17,2018-02-08,KJFK,9
18,2018-02-08,KJFK,15
19,2018-02-08,KJFK,12
20,2018-02-08,KJFK,21
21,2018-02-08,KJFK,25
22,2018-02-08,KJFK,27
23,2018-02-08,KJFK,23
00,2018-02-09,KJFK,23
